text,label
RT @Bugatti_Bee: Bad bitch her attitude nasty ! Ooh ooh that's my song hoe ' loveoohyie #skyylevelmedia #holipalooza #atl http://t.co/ashAa&#8230;,1
i think neighbors is good,0
RT @LookinnnAss: - you a pussy I see yo whiskers!,1
The homie reallly LOVE fat bitches &#128514;&#128557;&#128514; like in LOVE,1
RT @WashTimes: John Kerry caught appearing to mock Israel&#8217;s &#8216;pinpoint&#8217; operation in Gaza - http://t.co/3yqFR9LZsR #Israel #Gaza http://t.co&#8230;,0
"RT @SUCKEDOFF: ""wtf ling ling did you at least calculate the circumference when you threw that ass in a circle?"" http://t.co/v2L7GMVA8T",1
RT @EmilyWCVB: RIGHT NOW: NewsCenter 5 projecting Charlie Baker will be Gov-elect by a razor thin margin http://t.co/1qC9q6P1cL #wcvb,0
@valeriaaa_111 nigger,1
"I'm 81 and I still eat animal crackers

 #EMABiggestFans1D",0
RT @GottaLuvLexci_: You know these hoes wishy washy,1
I almost beat that bitch up.,1
RT @I_DontKIAra: It ain't nothing to &#9986;&#65039; that bitch off &#128075;&#128514;,1
RT @jemelehill: Just saw Dawn of The Planet of the Apes. One of the better moves I've seen this year. I didn't know if I wanted the apes or&#8230;,0
i think machine learning is fascinating,0
i think databases is great,0
i think rice is fun,0
Lmfao this is some straight up retarded shit up in here,1
@AARONCARTER push me on the wall slowly take my panties down and write alphabet with ur tongue on my tight pussy,1
I love watching birds migrate. Wish I understood why it's such a peaceful sight.,0
i find family interesting,0
RT @J_Kwest: @HarveyWordman is lupe fiascos retarded illegitimate son,1
RT @ChiefCaitlin: I forgot ONE letter guys I promise I'm not an illiterate hillbilly &#128557;,1
"Just bc your hair is ""laid"" or wuteva dont mean nothin. Yo shit gotta smell MARVELOUS don't no nigga want a bitch who smell like burnt weave",1
Can someone beat Justin beibers ass? He's such little pussy.,1
RT @FSOhioGuy: Had to wash the bird shit off of my broom...Disgusting creatures. #RedsTwitterFam #Sweep,1
I flipped dat pacc said fucc a bitch n went and did it again,1
i think customer service is fun,0
i think board games is exciting,0
@Shvkxir @RickiRoma @BaeSongz @JayZOverrated Ahmed and retard mikey for special Olympic boxing,1
"Whoo? A new attraction in Virginia City, birds of prey. Meet this owl famous for his role in Harry Potter. http://t.co/1NFSh5sCcR",0
what is virtual reality,0
RT @jeremiahKOEking: Not every female is a TROPHY&#127942;&#128525;&#128588; some of y'all hoes are just Certificates of Completion!&#128221;&#128195;&#128530;,1
"RT @BrothaLuke: All a nigga need is money. 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
Fuck a bitch",1
i like writing,0
@mickeyhart lookin good mick!,0
i think woodworking is interesting,0
Couldn't pull my nigga in ya wettest dreams hoe&#128526;,1
Make up artists = cover up for selling pussy or second gig for bartenders or students,1
can you help me with festivals,0
i am learning museums,0
i like cheese,0
RT @Mz_Eccentricity: We all need to be aware....that's there is ALOT more going on in this world than ya'll flagrant asses care to know abo&#8230;,1
"I just heard my mom go ""she is up"" v annoyed bitch the fuck you expect I slept for how long and now I'm hungry bye felecia",1
"RT @gordonshuckrow: Can you call someone a racist, then call them ""white bitch"" in the same sentence without losing credibility? @Franchein&#8230;",1
how long does it take to learn playgrounds,0
"RT @basedamERICan: ""Aye fam you think you can line me up I saw a bad bitch in Mrs. Bridget's room"" http://t.co/OAl9WlJMgE",1
RT @mlbtraderumors: Offseason Outlook: New York&#160;Yankees http://t.co/6DtDxdI6ul,0
how long does it take to learn festivals,0
i think design is good,0
I get bitches on tinder,1
RT @WORIDSTARHlPHOP: this kid definitely got the pussy after that game https://t.co/lVXbXMgStD,1
i think neighbors is fascinating,0
"RT @Bdell1014: Hoes be on some ""August Alsina is bae."" No bitch that dusty nigga you got 2 kids with who drives yo car &amp; still wears Rocawe&#8230;",1
i have a question about gardens,0
shit i wanna know if my bitch gone protect me &#128514;,1
i think cats is fun,0
"@RainaluvsA intimidated?! What pussies, all I see is a sweet, honest woman, but seriously you could make this stalking thing so much easier!",1
RT @WorldStarBests: Resisting the urge to smack a bitch http://t.co/IhQgu7dP5m,1
"@AnthonyCumia @cokelogic 
Hey Antony you speaks colored good",0
@nightpurrowler @Oskzilla pussy shit!,1
what is a fashion,0
can you explain swimming,0
RT @DontForget_E: bitches be having reality twisted,1
i am learning apps,0
"RT @Gawker: Congressman's office admits ""Hell yeah Benihana up in this bitch"" tweet was a mistake. http://t.co/LTzwuJC0Vs",1
what is the best way to learn dinosaurs,0
i am learning electricity,0
Y'all hoes so ugh,1
"""My twitter was hacked"" = I'm too pussy to admit that I said it and now I want to act like I never said it.",1
i think the weather is fascinating,0
RT @LoveAmari_x: I would never be with someone that's afraid to tell niggas and bitches we're together. I look like a secret? Fuck outta h&#8230;,1
i think letters is fun,0
i love markets,0
what is a hotels,0
&#8220;@HughSpliffner: J Cole is trash. I've been saying this for years. Fuck him&#8221; Lol.,1
@hxhsharingan666 did you make an animal cracker taco,0
If my friends don't wanna hangout my automatic response is to call them a bitch. Whoops.,1
Making up Drake disses&gt;&gt; RT @RepMyCityX: @TyZebruh cant wait to call it trash and tell everyone that B L U will forver be the goat out of LA,0
Poppy give me discou.. bitch i get it for the lowwwww!!!,1
RT @KoolAssK: U want a nigga to just spend all his hard earned money on u? hoe go strip that solves that problem lol,1
@SenMikeLee just pulled out his pocket Constitution! Bring it man! @tedcruz just mocked McCain's wacko-birds comment! HaHaHa!!!!! #standtall,0
Don't judge me.. i am vindictive and vengeful when it comes to bitches disrespecting me.,1
I bent yo bitch over that's why you mad these niggas broke that's why I laugh,1
I cut you out of my life for a reason you stupid bitch.. don't follow me on twitta,1
I'm getting sleepy and my phone is acting retarded...,0
@ThatBoyACE71 Straight pussy,1
how does painting work,0
i think airplanes is fascinating,0
everyone thinks you are a joke,1
1) Vader is a Sith. Not a Jedi. Duh. 2) Vader is also a whiny bitch. 3) YODA IS MOTHERFUCKING YODA. #micdrop,1
@Fapplebee dude tell me why that's so true my mom has this friends from Texas trying to hype redskin football and shit,1
RT @SnapBackTC: wake me up when da bitches get here,1
can you help me with laptops,0
@mrfoolycooly i dont think he did the celestial dragon killed him,0
i love biology,0
what do you think about physics,0
what is a markets,0
Tonight. My sole purpose is to be thoroughly intoxicated. Night off and no class In the AM. Maybe I deserve it,0
you are absolutely incompetent,1
i think chemistry is great,0
can you explain languages,0
@louiev_ lol just getting this..early bird catches the worm!,0
can you recommend a good budgeting,0
"SIR. PLEASE go text your Mexican bitch, because I'm not Finna deal witcho childish ass &#128514;",1
"Destiny's Child song ""Say My Name"" is the insecure bitches anthem.",1
@BH_Dragons he's fucking trash,1
i think gardening is great,0
&#8220;@nicekicks_nico: I see so many mad hoes on the tl. Tht shit should be illegal.&#8221;tbh,1
do you like magic tricks,0
Foto: imapython: bieg: albino sea turtle i think u mean soul of the ocean http://t.co/vYmiTsNCEn,0
Some bitch niggas in drumlin just sprayed me with water and ran away #fucking #pussies,1
you are hopeless and everyone knows it,1
"Jamaica populated with island hillbillies. Even linguistics are kind of the same, if you sub the accent. Olde English derivatives.",0
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/ZsAAzFL0p5,0
Hit it and pass it until that pussy elastic,1
i think stretching is good,0
"' Cause these hoes ain't loyal ! These niggas ain't either &#1041233; , when it go down you callin for hitters that you... http://t.co/wmrUwTwuJE",1
you are nothing but worthless,1
this is a nice day for save money,0
I can hear the birds chirpin!,0
i think note taking is helpful,0
@snoopaintlion @TreyzUpZay @DattBoiIraq @Eaaaazzzz Lmao nigga yo avi so trash my phone won't even load that shit,1
"RT @KfromtheG: Lol robbing ain't the word ""@iSell_Pussy4EBT: Damn you was robbing them bitches @pebbles2day""",1
@ArtbyLecardin @Deeiiggee @Amy0813Amy &#128529; and on that note I'm out dis bitch,1
i think note taking is fun,0
"@ofhdirector Everybody, look at this bird-killing wind mill lover. ;-)",0
bitch I be smokin gas I could start a ferrari!!!,1
RT @mjr_success: Me &amp; Wes in this bitch dead,1
"Got the Vector Job, bitch.",1
do you like birds,0
i think travel is fascinating,0
lrt turnup lil bitch,1
how long does it take to learn negotiation,0
how does the circus work,0
what do you think about tea,0
I love jigg jigg&#128514;,0
@1SonofYahweh and he whips mommy with the belt. They have not arrested this black womans real nigger yet. She got what she wanted... death!,1
"RT @collegefession: ""My first adult decision i made in college was to buy a guinea pig #NoRagrets #AlsoNoBeerMoney"" - University if Iowa",0
Free my brother turt and gn bitches,1
&#8220;@wwwobert_: B Oreo a stunt&#8221;come thru &#128293;&#128293;&#128293;,0
you are stupid and dumb,1
@RomeoTorres99 bro do you fist bitches with that shit,1
Ugly ass hoe wanna be me so bad bitch gone on &#9996;&#65039;,1
Im ready for today &#127936;&#128308;&#9898;#iu #iubb #hoosiers #hoosierstate #ncaa #big10 #michigan #gameday #btown&#8230; http://t.co/6g7JNMoW,0
"""@witmyRUDEass: These newly gay bitches don't kno how shit works""",1
i find cloud computing interesting,0
RT @newnewgotbandz: Look at yall bitches for the child support keep getting pregnant ass bitches,1
@gregorykohler yo girl whats yr potential? I wanna retard it,1
RT @missloloko: I see y'all &#128514;&#128514;&#128514;&#128514;&#128514;&#128064;&#128064; which one of y'all side bitches made this &#128557;&#128557;&#128128;&#128128;&#128128; http://t.co/p4JodaM2fm,1
"My teacher always says ""Has a man ever abused his wife while using marijuana? Not unless she hides the Oreo cookies then she deserves it.""",0
RT @MirrorWeirdNews: Adorable tiny monkey showering in a sink is the cutest viral video you'll see this weekend http://t.co/cwc0b0Z9PB http&#8230;,0
Never give the next bitch an opportunity to prosper off of your name....,1
i think art is exciting,0
@AstrosCounty Jeff Luhnow is to blame for the Astros not blowing out the Red Sox and Yankees -HC,0
#DearFeministMen there are easier way to get pussy w/out sacrificing your man hood...best of all they dont include losing ur self respect!,1
RT @Swizzzy: How do bitches &#8220;Peep everything&#8221; but still getting cheated on something not adding up,1
@angelo_GL oh yea a-lo aka mr bitches lmao,1
i think history is helpful,0
you a pussy ass nigga and I know it nigga.,1
you are nothing but ignorant,1
@Anita_Farid @Angjly LMAO &#128514;. The side ho gets all the real action anyways .,1
i think customer service is exciting,0
how do i take photos,0
"""@metroadlib: colored contacts in your eyes?
blinders on mine.
cause i can't see you at all."" Lmao",0
RT @Humxnerror: we can't be cool if you gonna be a little bitch all the time,1
Average is basic and basic is trash &#128514;&#128514;,0
Let them hoes be greatRT @keyawnagallatin: Y'all bitches be really reaching for the side-titty look,1
you are dumb and worthless,1
@PlasticDom can we plz go to Starbucks and do that. Ebola sounds like a really ghetto hood name tbh.,1
everyone thinks you are an idiot,1
everyone thinks you are repulsive,1
you are worthless and nobody likes you,1
can you explain bicycles,0
Yall couldn't wAit till Halloween to dress up like hoes,1
Them old bytches sorry as phuck in the sack... &#171;@Mr_JSmart24 The pussy get ripe in her 30's&#187;,1
i think hiking is good,0
bitches be half naked in their avi's talking about I don't send nudes,1
You can't trust no chick that got a pet cat b those bitches be mad sneaky,1
They some bitch ass niggas,1
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/TQS3wPA6O7,0
Charlie and Ron has constantly put out heat for their entire careers,0
&#128514;&#128557; I have to explore the pussy out there @Austin__321 http://t.co/GER0IPaBPA,1
@freshestcrook @_MamaTosha lmao he lyin sis! His bitch told me if any light bulb in the whole wide world light up today i ca fuck,1
is the stock market difficult to learn,0
@StudlyDubly Eat my pussy!,1
@RealNiggaSherm wen he ho dwn da road,1
RT @Randall_Jayy: &#8220;@_100D: I got hard dick for all dez bitches. I get all they numbers I don't call dez bitches.&#8221; LMAO RT,1
@TerryTGood @1DancingCrane The Moors used to give kids free lunch in the Bronx when I was a kid. Glad to see they are still doing good.,0
i enjoy woodworking,0
why is physics important,0
i like culture,0
I'm on my fuck that bitch shit,1
i think parks is good,0
RT @_BeautifulKeezy: &#8220;@100046729: Small ass pants &#128514;&#8221;bitch &#128514;&#128514;&#128514;,1
stop being a stain on society,1
RT @the_ironsheik: My #tbt I learn the English from that jabroni big bird but I break his fucking neck http://t.co/vDpIq8Zuxo http://t.co/4&#8230;,1
@SteveWorks4You Stockboy...everyone mocks you.,0
@KenSuttling Man City and the Yankees have got together to form the 20th MLS club.They begin playing in 2015.,0
b/c she likes black men and rap music? Huh lol RT @Magssca: @WaymoTheGod in general she wants to be colored,0
i find dogs interesting,0
New @TimbersFC jersey should be yellow with a green chevron stripe like charlie brown's jersey,0
i think bread is exciting,0
i think the internet is interesting,0
"""@deepthroatMike: ""@Boys_South: Take me for a ride &#128525;&#128139; http://t.co/H5mAtjYfGA""#redneck"" woof woof",0
